coolant_type,wall_material,hydraulic_diameter,channel_length,inlet_temperature,pressure,mass_flux,heat_flux,flow_velocity,wall_temp_mean,wall_temp_gradient,acoustic_rms,peak_frequency,bubble_detachment_freq,vapor_area_ratio,regime_label
lead_bismuth,copper,0.011266041700291784,0.5481836173216686,601.1217186147022,5.2035185763269896,732.0475396596938,849135.2604734928,15.564265251670589,993.1466140669592,149.14822731028053,1.5988864452444984,235.55543827043428,116.42153663604446,0.5546214091286116,2
helium,inconel,0.028958930702384773,1.354708066261253,572.9741278366423,13.86440054051051,1056.0978918279318,218573.5933542872,5.676727887454154,461.3623929051753,41.609330853253844,1.7099290264399247,1903.6655963602084,176.15442174533777,0.6785052268267442,1
water,copper,0.023499302117031797,0.6676906482925391,752.0853632678884,15.672565241972256,126.75136023749228,628047.496775437,4.570479401853603,690.4501384516677,175.22795693680143,4.497926082310479,2848.9415308998355,43.5098860028716,0.22953288417216056,1
helium,steel,0.020630449681647924,1.7949549958643294,379.48239380515594,9.991050550803577,113.21941587625331,81955.49243391672,18.913190113283243,991.3745734550674,105.15776870710928,3.7090645463325753,3996.172529944861,36.65117293781244,0.512330255269583,1
helium,inconel,0.04549250055592726,1.8122418996799097,628.1493082758745,12.736811557174091,556.2405788578878,838343.613377627,0.8764361259983996,858.5730613992919,177.85800441439113,4.860914840935205,2218.6187087555027,154.45532514038862,0.9114072831381923,3
helium,steel,0.005982052854897028,0.7351169677063878,627.7485600785105,9.670192552625572,291.533674564262,182800.42466846158,19.32507972143688,995.4899005998204,65.96556588497586,2.9953575516762028,4802.288465035628,51.01728622385866,0.5122285253655328,1
lead_bismuth,copper,0.03487053587790151,0.6139887571338329,353.68387368623235,17.987736015899063,594.4015990779319,80106.55437190687,3.410606991281721,978.4428539689151,12.410210527086551,1.20856866045659,1395.3790754871907,38.396853512129695,0.157323061787648,0
sodium,zirconium,0.048352749539609774,0.9403471497192164,550.7904513041482,10.459514429772064,436.38225960395505,406216.90458342305,16.47904259496873,652.8868886240249,95.19519373194922,1.6382751496082144,3735.6076162910663,75.59785011384702,0.6278142966875447,2
water,zirconium,0.030207568255782892,0.6329568533242678,811.9708791403211,16.99436547154756,154.18804719343166,581152.917213647,5.88048978482801,793.5355779119848,53.96752096357553,1.5991796164598355,2124.2055145664312,78.5004024540436,0.592200180008514,2
sodium,inconel,0.04715701079148914,1.4102909179250664,813.6921731967961,16.225689107134723,1827.6778781714938,856367.7889741733,7.338695384899184,395.1013263199827,143.04585795525963,1.6324716383162579,2455.643048101234,174.8202126033132,0.026954759798131223,1
helium,steel,0.00735160456787107,1.686916432186914,359.5425989518086,8.799591605618774,115.62394963889389,974500.1002665191,4.726775370778706,619.9812010318253,191.42131057120648,3.3648208655590786,4022.3850676339293,123.68869438673538,0.09059440574756661,1
helium,steel,0.023845699358337268,1.4115658356401906,354.4325296486985,5.371605345292026,1498.5560742404623,445097.587444165,11.917523828381054,870.1326087413543,138.1948302303128,2.654039640452081,1516.2655451759424,81.19229126791787,0.15678135514101077,0
sodium,inconel,0.016707100593292303,1.683830805048829,457.61728620116116,8.715560518635648,389.0809851470814,69842.45375541752,7.287863176403545,663.6280182644575,177.38678594184069,1.9271208904332215,529.2196801459586,106.87759285715337,0.13628907756186992,0
sodium,zirconium,0.03788694342413284,0.9145858919734535,824.859637532396,16.69813013972918,1833.23628179924,751624.423235612,13.319164270145933,797.8353423157178,90.60480272024127,0.745448843643583,2625.265143836464,190.79304666505485,0.2594657705609331,1
sodium,copper,0.049158369072376105,0.4813705472759496,377.34155104409933,5.325018180568454,1796.312285220783,569521.5236616981,0.8051226998702865,827.1109043893083,154.32814743906033,0.11069581471072953,2667.533328428556,22.642935321979074,0.45410532323556796,1
helium,inconel,0.016543852809991152,1.5283117053156658,731.9980815764677,10.964290571297237,1342.412178101589,453412.4313960185,1.7553102285432725,492.35901604516783,168.6086873343407,1.094173387938463,3995.9804725156,41.543104344938286,0.3717162978989844,1
helium,copper,0.03443785706633335,0.848854109254797,360.6993717678619,16.315838211254203,1377.2448846211498,316176.1900042678,2.443392478259349,915.4755736009446,142.17512551670848,0.5373570198434063,4843.180070848904,192.50574131731105,0.8906498914045969,2
water,zirconium,0.013914393474188307,1.4082874854124385,673.8827122486953,7.716072027439197,110.14436974240823,507374.5425651003,8.670376863549507,632.6792530182418,101.55545721391293,3.9272251542611967,323.7383973253245,191.46496970544084,0.6121094094063371,2
water,steel,0.030439861455722448,0.6871590955671782,513.6403794714869,13.201983103051251,1971.255975615844,345292.8084124606,16.388525366869533,462.92587046264975,125.17322192307361,0.5624897890694269,2978.8628950283887,35.43308425295453,0.8761443499618431,3
helium,zirconium,0.02587696190097513,0.3462133426520108,773.3483777795202,5.666999906927476,1767.8819467940473,759441.7490698866,17.81946925237846,908.4827996161417,140.10139913577606,3.6211411865341807,3422.3287250582594,29.021763425059643,0.5270393249175989,2
sodium,inconel,0.04874023983341917,1.986647231877974,440.2142692952182,3.0763094619950384,1800.7018288871748,548454.7595277147,5.273809431187565,604.1167881522524,50.61688064428538,1.9282934488804133,4929.716686205183,84.21702686772396,0.08987047068933995,1
sodium,steel,0.032383727271341,0.48116271427507873,683.5210976339758,16.09330027676427,1352.5646203966567,878079.2964125709,11.700209622660774,830.2124580982095,161.91585218299696,0.36689194871887987,4715.821560670713,9.943658497593821,0.4632874490664348,2
water,inconel,0.020727786743906847,1.9791577891342658,441.409520745531,2.8804038447654294,755.0951644436194,548108.4755029477,15.48311735750571,692.6624891106832,190.06490779345467,4.063650247157929,3576.631285324289,130.98070645702802,0.8220325468423649,3
helium,inconel,0.010134310319957002,1.959103878619605,728.1961698672923,6.156246506512107,1797.9324332719136,245879.78920653072,6.13217388343237,579.6727915194604,93.0478630359872,2.8981528511830668,2632.857585660106,15.499204332348437,0.1941037671671081,1
water,zirconium,0.011806107293072056,1.6288725870344714,824.2068207364492,17.24707901795136,653.8821634872654,852580.963409823,8.475650866357327,870.7159622262271,140.21343662197546,1.1788075643178653,849.5434153813433,11.605925418856145,0.09121427875264976,1
water,inconel,0.01513926184780558,1.3869613317475957,376.081079476056,7.5829164544946766,1169.1519323501855,561646.8544807435,10.717496952371421,717.4395535183369,147.4051811580708,4.473405871663339,1951.6739482618661,97.03738724176985,0.3294347383382601,1
lead_bismuth,zirconium,0.016293499760313412,1.2400526904519524,819.9574131573021,19.48786164076906,289.4888474533766,214772.62776212563,3.13005950495693,585.5822296503816,132.44950950429606,0.2262915693527573,2946.355509032914,191.5573272220203,0.3888978306401396,1
lead_bismuth,steel,0.043277722602851204,1.7589827816801025,656.1451526485787,19.614952360703334,1851.7156972522253,627272.7318566599,1.006654727652716,394.52655182788635,109.4230216657271,1.0090980409888144,3639.741963148981,85.35918721263191,0.3062576764059044,1
lead_bismuth,zirconium,0.030255025472713627,0.7209911389150783,376.2662945202144,6.097244388617577,367.46386976530533,364139.5972930033,3.4797132817065233,928.9028133613614,176.32959091496213,3.760234639029305,3195.2278095216056,71.29623173211021,0.135240785624556,0
sodium,steel,0.028552591011846495,1.0418261824727788,556.5251132158272,1.7785862227479186,527.3039308877737,845961.5561691452,12.723645614443901,344.11931803233324,89.78534185377889,3.5468896515494457,3584.9078690473193,199.59134310045718,0.2508398597217145,1
helium,zirconium,0.010164599234114786,1.3149019448597035,396.51617609105875,14.396202399902203,1160.4549004436085,458766.7412600774,1.9355560999067927,906.9673968902782,12.220591297320716,1.4463584686223903,2174.3048975318934,106.39379215583669,0.6822824046021103,1
helium,copper,0.04370628620072457,0.940142856565084,720.2087333199418,9.56874355031853,1551.776700404665,729176.9445263426,4.199079114577502,564.7738369205457,168.91127514243206,0.3101243767639156,3651.755088326495,75.04828137804971,0.38592851629316394,2
helium,copper,0.03752664364438177,0.9694756173624823,755.3208806507698,2.9143040352319494,1276.767481278968,104580.84555987478,7.088150771058423,754.7503591809559,134.79625446331013,4.290390361124719,761.5192172976101,77.17216266832037,0.6325494446185558,1
helium,inconel,0.008045076285500071,0.7945124015037519,363.4779121636794,14.442933560582814,541.0544343202967,402064.1028393227,2.0184662539741436,947.095812208266,169.8517252999293,1.568488190349513,854.8022432274121,38.991899206702094,0.5363037799187325,1
lead_bismuth,zirconium,0.03685257937533959,1.2156172700321648,603.6839116167866,1.5923232731265031,101.79178080223164,983409.0221076747,4.2381357876518715,423.1604985426509,27.70948848893886,0.9785670746413261,856.0191218558409,102.44461148950779,0.549052939857669,3
sodium,zirconium,0.02945921978041908,1.7310341504272089,788.7750336155502,17.5337371193526,1538.5861025841346,810375.6865823768,18.269760885178467,705.5263234343909,6.150588101943266,2.5803091118048855,4459.781537327091,87.77100563360116,0.24854955794779598,1
sodium,steel,0.008677640558605022,0.5627510804113631,861.6978249305979,3.6343980531527706,1971.8939192310781,168341.39434325937,0.8763330784262029,839.8143464117306,186.87490807650028,4.551135996412237,426.36861337774076,54.15905926948268,0.5215430327681816,1
lead_bismuth,inconel,0.025623528868789543,1.8819794697561945,608.110720045062,3.418925696187775,1638.8349285815718,284986.4089824825,13.241922521400062,835.157006248959,29.545661170114855,0.21773288921687672,4017.4664450307055,32.108017320351955,0.023594713863201777,0
sodium,zirconium,0.026811332920852117,1.4403577767468134,870.1675341668442,4.337773661403106,974.3925744975692,336517.6507677975,7.995974152846106,677.4297019276628,161.93046641409038,3.8290204401544385,1206.1759453313489,62.24777373351073,0.4317437423249262,1
lead_bismuth,inconel,0.01245985430734741,1.6818917828240543,621.4133822736179,19.245060811349266,1817.1577966583025,653861.9048904913,13.616650418931236,744.8228327363915,164.64198843612715,2.8623661396935445,2368.728205451491,101.73666553754586,0.5726228231899151,2
helium,copper,0.047556416615012705,1.2011432467340208,536.5142967599447,14.170217844823075,878.710578924865,759424.811894759,11.979488547086389,835.1183560103343,141.7410401098006,2.127245582759085,4583.985147555106,11.666654456960334,0.1819956213541093,1
lead_bismuth,zirconium,0.04324889171662979,1.6031300625633143,808.9218771317373,16.226059173809098,1097.3747600625884,752031.3427198307,4.858225709915564,891.89879367504,26.25244221857419,3.7204022205253002,2950.3892869531583,30.748805716791196,0.2565585062489514,1
helium,zirconium,0.03510600517980988,0.22916071521104098,595.7896262748534,8.555064728922307,1006.5465580517981,514775.3157433388,17.020585007681078,838.0329058755873,133.47972491216152,4.829122122208162,1090.082546850175,189.53145339381908,0.2195310198156194,1
helium,inconel,0.025803300245027326,1.6730847646031635,583.1415063387138,7.389941822594156,950.4853580644974,812712.3324597697,10.092837460882455,560.723361363245,177.8173166653731,1.146031055813455,1456.2457985780952,108.57107020626779,0.07055795526542419,1
water,zirconium,0.023529449371302885,0.27224994635365973,594.187493645897,5.455196128880229,1572.862461658421,442707.3019299003,16.5394523688127,997.7739527192585,85.10632896017665,0.7182368253605981,4606.210788284139,12.689860732007574,0.34785732114009005,1
lead_bismuth,inconel,0.03429380602179294,1.8018440774531526,808.0710011218473,10.13231253793577,1100.8609238120348,132641.75964260628,8.417244455670275,615.461831729127,82.70337087571977,4.564408726113485,2164.3624292943928,138.6175517539146,0.9789657664519394,3
water,zirconium,0.02954443412331075,1.985532945029558,799.1649250128312,11.484745937149201,701.7625318479105,568797.4232372751,19.701368301347163,336.6359978760747,88.57166191588381,3.3447653872865186,2955.578140883608,12.360574015806947,0.3538804064636101,1
lead_bismuth,steel,0.007802289764684853,0.7293214319182002,542.1119954641267,13.003722029402352,590.5005185511088,952778.3707550956,15.524542490775278,566.5795270781142,16.45437813524129,2.18993010780983,2326.6643732956745,147.7748454092746,0.46053662183697563,2
lead_bismuth,inconel,0.02806261919466493,0.5785734013144286,499.979915922315,5.885251575975196,171.71990223812344,795063.7148785862,19.33602899969518,406.8924091102134,178.4051138059947,2.8662978513214155,1923.2685358398255,149.99254434400538,0.6530872509563752,2
water,zirconium,0.041288162775477776,1.5776540549444733,595.1568144234775,19.02442753715682,1208.0708075777873,582913.64121532,10.529366338742248,402.580978695295,173.83657279610208,3.72806952588122,1155.2316783153894,130.21579514985052,0.6484977511691071,2
water,copper,0.025665794491863115,0.6554474136564559,643.6635058422654,4.225411465935581,536.9266892619651,650337.6037456059,9.736977079668659,511.44382727268817,199.58186435805726,3.8651594935285862,3446.64792739878,146.44090892386993,0.9498949800186242,3
lead_bismuth,zirconium,0.007338045989942079,1.7580122897099661,443.0023263767982,19.347410320561835,381.45445183112787,931256.406765217,15.231349281842528,356.2953360405374,117.03662829968269,4.599470904094823,3605.2980300469962,17.59315620261155,0.8575641403991252,3
sodium,copper,0.04038251897228149,0.38511666588345805,776.3730508293544,1.282266327642572,1342.2769312725875,434059.3664906109,17.66567962876189,788.1882881185029,150.23832729027714,2.1342139444781134,1410.6812034566274,145.3561104710535,0.7939506871051523,3
helium,copper,0.014061370196118847,0.42671935348284484,591.8896594394537,10.141388144520066,1394.2975898609427,338080.197553211,19.30084301937838,370.31244125729546,40.534381261460936,1.4670545500969752,3955.6036731214103,27.33766394477659,0.9516272257783106,2
water,steel,0.016637937569961746,1.962472799181108,500.4273290519758,7.333988924214693,1529.0942952895653,977469.1493504446,6.828762167633744,458.2368976964502,133.5057636448339,3.1983213339492096,4279.949241493314,67.90118145436877,0.2307653854831716,1
helium,inconel,0.012411785904453316,1.4129100168860083,364.09259577839435,9.533344864674765,1056.796103043324,864808.7021752301,16.07473918993146,383.1718058560012,129.94656975147814,2.0786394963976518,4607.34172638617,188.54905070012657,0.6170541946217926,3
sodium,zirconium,0.019859677919217392,1.724397003972115,443.30709624216416,11.842627000634991,1798.7037498873844,329813.14877241635,4.607589153892966,362.9540570140611,180.2417471683225,2.9729922697448896,848.0014488959312,100.57509553182801,0.8871967667221563,2
sodium,steel,0.039053817755988575,0.7837928792327324,869.5687030535902,9.276194002241471,1879.0512314566329,469142.79138731357,11.138699761536182,502.0711325668883,166.15854456781483,2.099928992279751,1554.4222338856687,193.48528641660278,0.6241381582781018,2
sodium,zirconium,0.028372363677677183,1.417670749137088,483.05981209171597,8.882090155730303,1634.00478560573,420927.3477177211,4.0070388939793835,708.8912980090515,187.69329252355263,0.7649789333908724,4308.7490701432935,17.78449177734751,0.9774204746068695,3
water,copper,0.014219657336782068,1.269635289155475,401.3155736202212,14.921744892852825,1307.6276158155556,157604.7218847196,7.274248554131608,975.9861783838523,173.7666945403215,2.347133758294792,1032.7740039980752,95.51131991263601,0.10035271390637901,0
sodium,inconel,0.04450235351684184,1.2856702162213045,576.403674992996,14.031649226642829,677.0698118232584,958241.1305751265,18.661488160525955,915.3785249577322,173.7387789797704,3.454589109705164,67.16887325530209,12.48046405537413,0.4393305027932003,2
water,zirconium,0.044581183472818815,1.4285584271678988,484.25264601614924,16.83215435868111,1967.5953510784202,410269.3069075612,3.348768645575179,915.6350693028209,12.744665337743655,3.9964190383382494,4360.595185745591,126.04205247985696,0.9773629079086362,3
sodium,zirconium,0.04417602912707031,1.2356465116323774,321.0955501627165,5.749220643550416,620.8587176646829,876575.7918115288,12.831817455136331,439.7255845056072,169.19239053919117,2.466631383982734,1665.9247366692784,15.741400273703277,0.3795680285699258,2
helium,copper,0.015745829512169268,0.9723122647447988,493.88713036765034,12.581041685327207,485.048151781819,197462.6654038584,12.062608322084365,500.13689157851763,121.49567890062363,0.8261894510520046,2101.7627494378025,35.07356050807546,0.7395563750993044,2
helium,zirconium,0.025305770488144468,0.6966608498849843,626.4651743636812,12.118700922464223,940.0928161945072,552392.1025308475,2.854397877825236,371.9474554208079,76.08889035319224,2.073438548247158,2259.353427317158,51.76606201385609,0.03040290107864918,0
lead_bismuth,zirconium,0.04932453452633938,1.5834463956437637,631.0274232119801,8.025018406581086,207.99708435353807,33721.771273027116,6.856591353491837,849.3584711423258,11.302924877612464,3.9314696442084913,4248.959273302781,149.74877033289664,0.6948371146303131,1
helium,copper,0.03974056143394957,0.6072903740057352,513.9353527061332,10.235093296150938,1959.1394828764026,766578.2790038855,11.478139338047683,367.4750850101821,135.53475495360934,2.064296353085364,1722.566115737629,32.792423763614956,0.9346267325275784,3
lead_bismuth,steel,0.006222533955150192,1.4462377510779456,568.3816537515604,6.961860722808846,1218.023757191207,585104.7592638156,4.14998287527556,698.5530561581802,65.64035010752349,3.4826539680211117,4466.785434989585,169.32641065861355,0.3827062851900027,1
helium,copper,0.007934206606722142,0.619999080768788,879.3107509408599,3.6950435547227185,1158.208974161933,629333.6876350552,16.112161300049898,488.5553891802865,93.55525299720695,2.536068408390449,3103.8487333378375,26.380787766160175,0.021299837926929466,1
water,steel,0.025876911956554977,1.325594305918017,526.409086338187,5.0622230025919235,1346.0129318094678,61203.67372910692,19.457051935927623,485.54303113954643,136.34568741102686,1.2061156255469836,2660.069283966737,7.048889814031267,0.02790980439548385,0
helium,inconel,0.04591490926377021,1.544740880832252,454.9360879559898,3.0047592816228206,1044.3449307766928,218927.94690652925,4.687808299268205,993.6930375683714,182.35490940482856,3.9807525401153714,1661.791810280939,79.00908379393357,0.892023305711089,2
lead_bismuth,steel,0.029241580907872145,0.5936850000317706,446.0802264400561,13.978321928612358,160.92068247962902,83587.56363004436,4.14478331341623,834.6102687454054,165.08738312099968,0.42106727035343516,1256.37289659187,195.88832839425902,0.7225161070962618,2
lead_bismuth,steel,0.027401562861543063,0.30789794155035494,574.6587676224805,13.553820469073878,1263.3914487967538,296025.1726457737,9.37123390005017,889.1187636379141,90.11942582071997,2.624451413775753,3139.089291747876,22.068445557755446,0.10668638422657983,0
sodium,inconel,0.009746316498048378,0.43575273738951337,755.7120892301664,19.061521060017583,1460.7303662172183,631164.6176053295,15.081422904230626,708.9482260339287,77.55663148927579,1.0444551712170247,2262.1260922800516,20.34368880792581,0.05459027705119657,1
water,steel,0.03455510471259324,1.2907945410878459,423.5929105130839,14.863889859297585,891.823215185701,570524.1244742015,5.991211899587403,912.2897154277495,47.955947768809494,0.3353281427068783,4557.054249163431,150.23330215912478,0.8048253636154794,2
helium,copper,0.041994642227010145,1.7290035312063239,725.5776762844608,1.9888709363664976,1538.8615869352666,616028.3233972563,0.8876582195969678,758.93356663312,74.48535023519365,2.5146696854162442,2483.6116447645463,62.43233879871306,0.809860632805359,2
sodium,steel,0.022118900337840308,0.2809942782237639,312.6898940096498,17.80065830465013,531.3024687429992,553758.7586641153,11.053802246641432,963.3981192615148,22.20927745837966,2.497810779674618,2583.384837670896,143.4563234451434,0.120521839792049,0
helium,inconel,0.03990253329163974,1.5214722662749631,551.3597867903676,17.39082809596879,520.4255230257497,280298.50771910074,19.1537110714625,511.310238511033,194.2211016729509,3.534504508378604,2112.780241623204,40.00211788867267,0.30152040388863677,1
helium,copper,0.04840144942553652,0.8143735627100939,765.5190391216721,9.423086094681274,406.6922766063905,252062.422370981,8.129898680435439,724.8172911323686,114.78348879191577,3.7237534652595246,3956.8518351068606,92.01439883963258,0.7800260645738896,2
sodium,inconel,0.01416949066074601,1.0613510658551406,503.2397734646588,12.13139796003051,806.7900435994076,145689.08670121545,8.692623806570458,789.2893165970867,25.561168559042578,3.638957443464484,2152.9540306408885,53.05797554978358,0.5254120709540063,1
sodium,inconel,0.028549833403763363,1.8719471897220181,638.2422608672397,19.54548831697786,1709.3228672392588,850580.1661544571,19.39358348372374,587.1973674189085,70.56120185318116,2.047793664583775,1383.2428987612868,90.30564297581738,0.9565848607252994,3
sodium,zirconium,0.0179212081138059,0.7975487085245219,422.9875396955465,11.113782913115159,1673.0329180832223,620314.564955832,14.044848426721202,918.2014280347562,109.40782872413119,3.158448936132813,4317.052827752874,153.81941851706077,0.48106264534600496,1
sodium,zirconium,0.040678448856522775,1.037606481091075,745.1972346757034,18.201114739145705,827.3659951306572,194645.9023790192,14.52385249542144,986.266150910825,106.57712732817393,2.8847262132198015,3004.2996957579394,152.40198809553235,0.6769579375655126,2
sodium,inconel,0.03099170146465209,0.224628346569226,331.3674619612558,2.5777363983935424,1219.3255983624495,185437.28602302712,11.472689104735819,655.7632541334099,7.100673743726471,2.107808780584598,2977.975587856559,103.15445753474472,0.5097833657415842,1
helium,inconel,0.03355620878976367,0.3468776960087091,811.5255869253002,4.629985505464974,1469.5510013023397,874305.2455108754,19.50487961183321,585.6356452669506,190.16820684582228,2.986063470929966,3073.5699254614365,185.6743687442102,0.9429654956850457,3
sodium,inconel,0.040906137182715234,0.6654648640426113,418.9178318530009,9.37434392538504,558.2928717932436,745303.5551256861,13.932896446298344,640.917791418392,55.07513629498892,4.736239383531313,3608.2567536180504,52.7568204896548,0.39865909206760886,2
water,zirconium,0.02281867126981047,0.25013403347793395,824.6388190249985,12.110379358408789,419.46806320001946,662805.0891063177,17.953138656300805,899.8609870977135,3.2369337863782377,0.9644687184068867,1599.686547097206,48.06227022384662,0.22979645517860003,1
lead_bismuth,zirconium,0.04617905307831695,1.3364755868868516,511.5175447803104,16.508329185393205,1946.982387103391,412795.4664639068,14.137887881797813,758.918529352354,15.288801790056494,4.528860478927632,217.5296356233641,122.76128023508674,0.32663386028099317,1
sodium,steel,0.0289862990260763,0.9675170422429207,733.6101446846919,19.77698018772055,1273.358895098275,269355.8086357324,14.834758584387721,350.44521331230465,116.03898064959539,0.26727756991599183,4062.4361463411974,124.25940684335781,0.8527752041652292,2
sodium,steel,0.012107967027590661,1.1866613649104396,491.5351786717131,8.388178433008212,1964.6898714839613,979656.2554816955,6.163012981773807,688.6755391030861,27.557104135019372,1.5419460645083034,688.0800167141052,9.308007912994798,0.4979385635121334,2
helium,inconel,0.03631546031759611,0.5143649346133932,843.5470027407886,1.9008970866616135,741.7363755512353,799267.1792725722,6.417834611269471,331.7640834638595,8.344958570700655,1.4407262430576413,3623.0076991921937,121.55554247737952,0.354252303502239,2
sodium,copper,0.04069676076972145,0.7326776529859091,375.98227531102464,16.222258562611174,1435.7602299508499,308761.4309049137,15.76820066673257,849.4040522823157,75.92529328254227,3.1318255394045287,457.46072652227735,74.88723146980287,0.5442600218094829,1
sodium,copper,0.019254275468038703,1.3948840547349053,407.11187356355924,12.483233662573355,522.9469094283517,849089.1483157098,6.285772638813042,543.2523460088753,124.55223846803771,0.6561247588864516,1907.7738180410358,149.48850506411182,0.13322970727684236,2
sodium,zirconium,0.043573066564943884,1.9375449025347196,595.8180750952813,4.772314318495832,596.2803254204346,761342.6291285347,11.474016380629866,640.965087839784,22.367960968322475,4.411738059198768,361.9790456661143,161.62113290905458,0.005359304625596084,1
helium,zirconium,0.04577644646445949,0.2907501924839766,349.16306342288766,10.401740675806984,1072.6140304122855,304109.7443792184,5.3623700626806885,863.1011120171897,62.66556643026311,4.142757042325206,2634.9577141572368,110.43076390940732,0.28058468369349077,0
sodium,zirconium,0.017460701932001402,1.8026917775394788,417.58811082105717,15.103894665140762,707.2744384653354,432287.32569922326,16.431175925776856,351.58519575431785,83.55213432490845,3.260329098426389,3283.0220752687965,0.3410063004530173,0.6050057197835423,1
lead_bismuth,inconel,0.049258466272185,1.2383861623601753,866.2598293272086,15.637823954304231,418.4809712971105,194093.9109371164,2.654776348939955,427.8082442022951,31.892019557353436,2.292069158960989,898.5940488320322,127.27316203332842,0.7116807696613873,1
helium,copper,0.01133201876219413,1.2150552201601226,885.8937966887323,10.492749827976478,599.4733337797194,119941.91993432825,16.674209475352455,590.6130559826781,101.21477969334202,4.664780210710392,1889.5567112700903,149.77625593318686,0.8266109663519666,2
lead_bismuth,steel,0.01409070507811205,1.1005013633739686,525.7555975982532,6.799076072448323,167.92194948514282,725534.4125112998,12.253231109898236,476.34911121098116,17.04281738035418,4.15373277360278,4654.685480663115,49.796653246302846,0.9266635593944696,3
helium,inconel,0.013290117765711176,0.3249093546275301,853.9716126083614,19.501109058731377,1438.4048808072246,274836.73878032796,4.144735929128007,549.772969527043,9.303699269013732,2.4965757404062243,2239.826129681911,92.92920022815775,0.41211234696476806,1
sodium,steel,0.04522953695035417,0.3617783331250892,626.8948054040591,13.603889608173365,1035.021648463137,821858.772088791,11.069690017369304,998.7588217668762,103.96707343102696,3.509366772271556,4022.5906664339554,193.14532468235765,0.7405167995574546,3
lead_bismuth,steel,0.03444316485462329,1.281641610186355,461.8454795242602,8.756512867579676,279.0618261685987,995652.6243992818,6.008727318523139,881.2818175501912,49.579394550175124,2.8346497608984227,4639.564488048035,59.62311067882069,0.07467293019806254,1
helium,inconel,0.011844692745002279,0.813725428584005,721.4392326483592,6.328801259888396,426.2185869441333,85853.61579035218,6.807613027244684,921.0532341728738,19.074761579605504,2.939711191941323,4873.011833637568,44.63065020834816,0.05752999877208009,0
